order_id_surrogate,order_id,customer_id,order_date,campaign_id,amount,payment_method_id
2361,2361,473,2022-10-13,,9089,1
2362,2362,281,2019-05-24,9,28157,1
2363,2363,313,2018-07-02,4,41898,5
2364,2364,317,2019-08-20,14,26032,1
2365,2365,482,2021-02-05,16,16872,3
2366,2366,392,2017-11-26,,10197,5
2367,2367,201,2022-04-17,,10546,3
2368,2368,399,2017-02-09,2,235,1
2369,2369,148,2018-04-20,3,999,1
2370,2370,135,2022-12-01,6,4167,1
2371,2371,400,2019-12-07,11,5805,1
2372,2372,331,2019-02-28,,3582,4
2373,2373,442,2021-05-02,,10641,5
2374,2374,37,2021-01-04,1,13936,3
2375,2375,442,2022-06-17,13,1444,2
2376,2376,74,2016-08-10,,11648,1
2377,2377,466,2020-07-24,,22501,1
2378,2378,100,2020-09-02,8,18288,5
2379,2379,442,2016-04-14,,2413,4
2380,2380,277,2020-05-30,,31123,5
2381,2381,372,2016-03-29,,25196,1
2382,2382,310,2019-06-30,,3780,5
2383,2383,471,2017-08-30,,29339,5
2384,2384,35,2020-06-11,13,21165,3
2385,2385,96,2016-08-17,,8402,2
2386,2386,346,2019-04-01,,2169,4
2387,2387,182,2017-02-02,16,12309,3
2388,2388,162,2019-08-11,,14745,3
2389,2389,230,2019-01-22,,8784,3
2390,2390,362,2021-06-12,,9522,1
2391,2391,421,2016-06-29,,13964,4
2392,2392,75,2021-12-13,,10378,4
2393,2393,460,2021-04-13,,21736,5
2394,2394,272,2019-08-25,14,7039,1
2395,2395,315,2020-02-23,,34917,4
2396,2396,335,2016-12-27,7,34296,4
2397,2397,370,2021-11-27,,7820,5
2398,2398,286,2018-07-29,,8694,3
2399,2399,143,2017-02-22,,14625,5
2400,2400,220,2016-12-12,,2400,4
2401,2401,423,2022-02-09,2,11944,2
2402,2402,13,2020-04-25,,5612,4
2403,2403,32,2021-10-08,,17581,4
2404,2404,235,2021-08-08,,14924,4
2405,2405,248,2022-11-25,,19538,2
2406,2406,248,2016-09-04,,18992,2
2407,2407,248,2017-09-09,8,14966,4
2408,2408,418,2020-12-21,7,19245,4
2409,2409,109,2022-10-12,,10191,2
2410,2410,92,2019-04-22,,19392,4
2411,2411,218,2018-09-29,,21185,1
2412,2412,35,2016-12-02,6,2915,3
2413,2413,68,2017-10-30,5,1123,5
2414,2414,14,2021-06-16,13,12003,5
2415,2415,496,2016-08-03,,18434,5
2416,2416,252,2016-12-29,7,27863,3
2417,2417,468,2016-01-28,,2568,1
2418,2418,187,2018-08-03,,6737,5
2419,2419,104,2020-03-25,,12063,1
2420,2420,181,2021-09-19,,27287,5
2421,2421,484,2019-04-04,,22070,3
2422,2422,288,2017-03-05,,31136,5
2423,2423,70,2020-03-28,,13446,3
2424,2424,459,2022-06-16,13,14846,4
2425,2425,128,2018-05-07,12,36151,5
2426,2426,74,2018-06-13,13,8901,1
2427,2427,1,2017-04-09,,106,1
2428,2428,452,2021-06-22,15,13505,1
2429,2429,420,2019-05-12,12,13122,5
2430,2430,483,2021-01-12,,20225,5
2431,2431,285,2022-07-13,,23659,2
2432,2432,367,2016-11-12,,9192,2
2433,2433,82,2022-04-04,,18632,4
2434,2434,212,2018-09-17,,1333,5
2435,2435,181,2021-10-08,,6409,5
2436,2436,41,2019-01-21,,7189,2
2437,2437,465,2020-11-26,6,25181,1
2438,2438,407,2021-05-30,9,21728,2
2439,2439,276,2020-09-11,,8077,4
2440,2440,84,2020-08-19,14,26517,3
2441,2441,10,2020-05-09,12,21539,1
2442,2442,312,2022-03-28,,46483,5
2443,2443,410,2016-10-20,,31873,4
2444,2444,436,2021-09-03,,14355,2
2445,2445,436,2017-01-01,7,2392,3
2446,2446,79,2020-06-17,15,17921,1
2447,2447,107,2022-12-22,,28236,5
2448,2448,430,2021-08-11,,26231,3
2449,2449,173,2021-09-26,,22120,4
2450,2450,379,2022-04-06,,6203,2
2451,2451,273,2016-12-09,11,23342,3
2452,2452,315,2018-12-06,11,26983,3
2453,2453,479,2017-09-01,,34327,1
2454,2454,299,2016-09-09,8,14083,4
2455,2455,120,2020-07-27,,11991,5
2456,2456,56,2022-05-30,,7778,3
2457,2457,132,2021-01-09,1,5434,2
2458,2458,379,2022-11-17,,2545,3
2459,2459,235,2021-09-08,8,246,5
2460,2460,289,2019-02-03,16,23654,3
2461,2461,218,2019-09-20,,12320,3
2462,2462,372,2019-01-11,,30070,5
2463,2463,384,2018-06-11,13,8583,4
2464,2464,368,2019-06-19,15,18391,1
2465,2465,481,2021-06-11,,21060,3
2466,2466,329,2020-05-03,,5770,5
2467,2467,365,2022-12-20,,27726,2
2468,2468,403,2016-02-12,2,27195,1
2469,2469,9,2017-01-02,1,2704,4
2470,2470,9,2018-12-19,,29661,2
2471,2471,89,2020-08-23,14,11011,2
2472,2472,169,2021-08-14,,27828,1
2473,2473,246,2018-08-08,,12507,5
2474,2474,304,2020-02-09,2,14980,5
2475,2475,485,2018-10-10,,11261,1
2476,2476,434,2022-05-03,,21291,5
2477,2477,68,2018-06-15,13,23048,5
2478,2478,285,2018-12-23,,7494,3
2479,2479,48,2020-05-30,,26059,2
2480,2480,280,2016-07-25,,23058,4
2481,2481,307,2022-12-14,,8068,1
2482,2482,388,2019-10-26,,20049,3
2483,2483,246,2019-12-05,11,30878,4
2484,2484,289,2020-01-22,,8496,4
2485,2485,242,2018-09-30,,21046,2
2486,2486,256,2021-11-01,5,10142,3
2487,2487,246,2021-07-06,4,2303,3
2488,2488,472,2022-01-22,,9911,1
2489,2489,193,2017-05-17,,22405,2
2490,2490,131,2017-10-24,,19412,2
2491,2491,284,2017-01-08,1,2861,3
2492,2492,182,2016-07-30,,19586,4
2493,2493,266,2022-09-06,8,31439,3
2494,2494,320,2018-04-06,,26516,4
2495,2495,272,2021-05-13,12,26461,3
2496,2496,104,2017-02-02,16,858,5
2497,2497,271,2018-06-06,,38243,3
2498,2498,455,2022-08-27,14,719,5
2499,2499,20,2020-06-15,15,30144,4
2500,2500,468,2016-09-08,8,17198,5
2501,2501,132,2016-12-09,11,8479,1
2502,2502,434,2022-11-23,,3424,3
2503,2503,228,2016-06-09,,11090,1
2504,2504,67,2018-05-07,12,31311,4
2505,2505,335,2017-10-19,,18962,4
2506,2506,27,2017-03-04,,16782,2
2507,2507,428,2020-05-16,,14318,1
2508,2508,382,2017-01-07,1,22104,3
2509,2509,64,2022-02-25,,20841,4
2510,2510,328,2016-06-29,,5384,3
2511,2511,293,2016-11-17,,15983,5
2512,2512,18,2022-10-09,,16850,5
2513,2513,401,2019-07-26,,16792,1
2514,2514,1,2021-12-24,,25637,2
2515,2515,253,2020-05-22,9,15962,2
2516,2516,309,2022-01-10,,18483,1
2517,2517,222,2017-11-15,,9430,4
2518,2518,393,2019-11-23,,8768,4
2519,2519,59,2020-06-08,13,18071,3
2520,2520,255,2021-04-29,,16940,1
2521,2521,257,2020-01-30,16,14504,1
2522,2522,227,2020-06-25,,15780,3
2523,2523,331,2022-11-03,5,21251,3
2524,2524,489,2020-12-04,11,12417,3
2525,2525,262,2018-06-03,,24806,1
2526,2526,457,2021-10-29,,26895,3
2527,2527,103,2016-09-24,,11169,1
2528,2528,401,2019-05-10,12,12192,2
2529,2529,92,2018-12-23,,29154,2
2530,2530,223,2020-03-01,,36795,3
2531,2531,119,2020-01-23,,20977,2
2532,2532,134,2021-08-14,,27336,1
2533,2533,162,2017-11-19,,30091,2
2534,2534,357,2021-03-11,,5685,1
2535,2535,115,2021-05-30,9,13792,4
2536,2536,275,2019-07-25,,24382,3
2537,2537,70,2022-03-06,,31416,5
2538,2538,496,2021-03-21,,26957,3
2539,2539,191,2018-03-01,,15612,2
2540,2540,118,2017-01-16,,24157,3
2541,2541,67,2019-04-17,3,3461,4
2542,2542,481,2017-01-21,,13483,2
2543,2543,74,2020-09-02,8,12680,4
2544,2544,380,2016-11-13,,8494,1
2545,2545,448,2018-03-11,,20457,5
2546,2546,329,2017-09-24,,12173,2
2547,2547,346,2022-08-02,,15951,4
2548,2548,210,2017-03-24,,18367,1
2549,2549,4,2020-10-23,,7360,5
2550,2550,305,2021-01-27,,20403,4
2551,2551,223,2018-11-15,,13931,4
2552,2552,239,2020-01-31,16,27750,5
2553,2553,474,2017-06-22,15,29778,1
2554,2554,443,2021-08-28,14,18201,4
2555,2555,375,2020-09-26,,23762,1
2556,2556,337,2016-09-20,,22427,1
2557,2557,116,2019-02-01,16,32113,2
2558,2558,251,2018-11-02,5,1574,1
2559,2559,479,2018-10-16,,19576,1
2560,2560,98,2019-07-30,,1698,4
2561,2561,491,2022-10-28,,8660,4
2562,2562,40,2020-04-07,,26546,1
2563,2563,356,2016-09-01,,23404,2
2564,2564,206,2018-06-30,,19454,2
2565,2565,49,2021-10-07,,37025,3
2566,2566,58,2016-10-31,5,19009,1
2567,2567,7,2021-12-08,11,8359,5
2568,2568,326,2016-05-09,12,1730,3
2569,2569,246,2017-07-03,4,8861,2
2570,2570,470,2021-12-26,,23759,1
2571,2571,499,2020-04-02,,2367,5
2572,2572,18,2016-02-18,,6894,4
2573,2573,33,2020-09-01,8,10852,1
2574,2574,369,2021-09-30,,11878,1
2575,2575,234,2019-10-11,,28320,3
2576,2576,196,2016-06-09,,1993,5
2577,2577,456,2019-12-16,,2512,3
2578,2578,369,2021-08-04,,30517,5
2579,2579,99,2016-11-02,5,20961,1
2580,2580,369,2020-05-27,,25254,2
2581,2581,116,2018-10-11,,13365,3
2582,2582,226,2021-06-17,13,13760,1
2583,2583,65,2022-02-17,,18977,1
2584,2584,93,2017-02-22,,16114,5
2585,2585,315,2020-12-11,,7342,3
2586,2586,47,2019-03-31,,10271,2
2587,2587,159,2020-08-07,,10051,3
2588,2588,334,2021-01-01,,15574,4
2589,2589,55,2020-01-29,16,7469,1
2590,2590,73,2022-06-03,,3668,3
2591,2591,26,2019-06-02,,5559,4
2592,2592,216,2020-06-14,13,17631,1
2593,2593,363,2020-04-06,,7835,2
2594,2594,115,2018-05-25,9,3806,2
2595,2595,53,2022-04-17,,12372,2
2596,2596,437,2018-03-16,,7755,5
2597,2597,188,2020-08-09,,25555,5
2598,2598,279,2020-02-18,,7974,1
2599,2599,335,2020-08-19,14,12945,2
2600,2600,61,2017-02-19,,13254,4
2601,2601,433,2022-04-12,,801,5
2602,2602,464,2022-04-18,3,22178,2
2603,2603,342,2022-06-15,13,19276,1
2604,2604,488,2021-09-08,8,24306,1
2605,2605,360,2021-03-25,,24590,3
2606,2606,188,2020-04-27,,13039,5
2607,2607,84,2020-12-19,,2561,1
2608,2608,490,2020-07-14,,5050,3
2609,2609,375,2016-06-23,15,23151,3
2610,2610,109,2018-06-17,13,9039,3
2611,2611,483,2020-03-27,,7934,4
2612,2612,241,2022-02-24,,1748,3
2613,2613,454,2016-06-20,15,18877,3
2614,2614,477,2017-08-14,,37597,3
2615,2615,397,2019-06-08,,29130,3
2616,2616,183,2021-02-18,,4867,3
2617,2617,174,2017-09-29,,19640,4
2618,2618,145,2022-08-09,,18983,2
2619,2619,353,2022-06-29,,11235,3
2620,2620,379,2016-01-14,,5913,3
2621,2621,112,2019-09-05,8,28128,4
2622,2622,448,2019-10-14,,525,4
2623,2623,322,2016-05-16,,15843,4
2624,2624,137,2019-07-10,,24970,3
2625,2625,475,2019-04-05,,8570,5
2626,2626,373,2016-08-28,14,36618,3
2627,2627,247,2016-02-05,16,11566,1
2628,2628,57,2021-04-28,,27222,5
2629,2629,141,2022-05-15,12,19901,4
2630,2630,34,2016-10-19,,6238,3
2631,2631,159,2016-11-08,,22588,3
2632,2632,338,2021-11-20,,14650,5
2633,2633,447,2020-01-11,,17967,1
2634,2634,75,2018-10-03,,12751,4
2635,2635,286,2017-02-03,16,6635,3
2636,2636,119,2022-11-17,,21380,1
2637,2637,364,2018-02-06,2,11977,4
2638,2638,430,2018-01-18,,17854,2
2639,2639,226,2016-05-15,12,6028,1
2640,2640,258,2018-11-29,6,22805,3
2641,2641,420,2018-05-25,9,4840,2
2642,2642,470,2019-09-17,,19053,5
2643,2643,493,2019-12-01,6,22153,4
2644,2644,401,2019-03-06,,11701,5
2645,2645,148,2022-07-27,,16421,2
2646,2646,430,2020-04-13,3,22118,2
2647,2647,52,2020-01-04,1,11742,3
2648,2648,62,2017-12-12,,781,4
2649,2649,106,2018-07-24,,15296,2
2650,2650,423,2020-03-02,,31958,1
2651,2651,386,2022-07-26,,14593,3
2652,2652,494,2019-12-15,,5756,5
2653,2653,294,2022-06-01,,16873,5
2654,2654,317,2016-08-17,,18511,2
2655,2655,422,2020-09-15,,10367,4
2656,2656,331,2021-10-26,,15422,1
2657,2657,435,2021-12-12,11,1910,2
2658,2658,234,2018-01-03,1,13570,4
2659,2659,424,2021-10-28,,5746,1
2660,2660,22,2019-10-05,,31902,2
2661,2661,255,2019-08-13,,18891,3
2662,2662,182,2017-09-23,,4180,4
2663,2663,302,2021-06-13,,2697,2
2664,2664,26,2016-10-16,,28521,1
2665,2665,446,2020-01-23,,24235,3
2666,2666,80,2021-09-29,,23506,1
2667,2667,472,2021-10-14,,18913,5
2668,2668,137,2018-12-10,,575,1
2669,2669,161,2019-03-24,,40250,1
2670,2670,219,2016-12-30,7,8312,4
2671,2671,60,2017-04-02,,14607,4
2672,2672,103,2016-11-07,,10198,3
2673,2673,392,2019-10-19,,5516,3
2674,2674,2,2016-06-09,,25239,4
2675,2675,92,2020-10-15,,23836,5
2676,2676,138,2017-11-23,,12190,4
2677,2677,453,2020-03-24,,1651,2
2678,2678,259,2020-12-11,,14479,1
2679,2679,343,2016-09-20,,409,2
2680,2680,172,2016-11-17,,20945,3
2681,2681,121,2018-05-10,12,18635,3
2682,2682,13,2022-02-23,,18297,1
2683,2683,158,2020-08-29,,1653,4
2684,2684,322,2019-12-28,7,3154,1
2685,2685,389,2019-03-14,,12096,1
2686,2686,411,2018-04-17,3,19321,2
2687,2687,377,2018-10-04,,19243,3
2688,2688,226,2018-02-04,16,4007,4
2689,2689,79,2016-11-19,,19597,5
2690,2690,125,2017-05-09,12,18135,5
2691,2691,417,2020-08-21,14,5145,3
2692,2692,111,2020-08-06,,19328,3
2693,2693,470,2018-05-14,,27871,1
2694,2694,444,2020-10-18,,2386,1
2695,2695,121,2020-01-12,,4713,3
2696,2696,499,2017-03-17,,2803,2
2697,2697,78,2020-09-05,8,2096,2
2698,2698,139,2017-02-11,2,6579,5
2699,2699,253,2020-01-28,16,5617,5
2700,2700,302,2020-11-27,6,6614,2
2701,2701,146,2016-01-05,1,18033,4
2702,2702,474,2018-01-12,,303,2
2703,2703,296,2021-07-16,,10953,1
2704,2704,159,2021-12-27,7,8095,5
2705,2705,165,2020-01-02,1,27047,3
2706,2706,331,2016-10-24,,4572,3
2707,2707,286,2016-08-02,,27042,2
2708,2708,77,2022-05-13,12,22744,3
2709,2709,297,2017-01-09,,1538,4
2710,2710,360,2021-02-13,2,1411,5
2711,2711,59,2017-05-30,,14620,1
2712,2712,242,2020-11-25,6,172,1
2713,2713,443,2016-05-07,,1458,2
2714,2714,454,2017-09-17,,26749,3
2715,2715,19,2016-03-28,,33166,3
2716,2716,53,2019-05-27,,34117,3
2717,2717,315,2021-06-30,,2239,1
2718,2718,462,2019-05-11,12,8311,2
2719,2719,129,2020-08-10,,30576,3
2720,2720,47,2022-08-16,,21106,3
2721,2721,208,2018-06-11,13,42962,5
2722,2722,362,2016-11-01,5,14178,2
2723,2723,329,2016-10-15,,17142,4
2724,2724,263,2022-03-28,,13429,2
2725,2725,335,2017-10-01,,28853,1
2726,2726,319,2021-12-28,7,22369,2
2727,2727,63,2016-09-17,,6303,3
2728,2728,34,2022-01-22,,19092,4
2729,2729,59,2017-01-01,7,11576,1
2730,2730,206,2016-02-17,,30509,1
2731,2731,431,2018-12-18,,9319,3
2732,2732,166,2017-10-19,,878,4
2733,2733,206,2021-04-05,,2653,1
2734,2734,362,2018-12-15,,631,2
2735,2735,219,2019-02-22,,16545,3
2736,2736,102,2018-06-30,,20063,3
2737,2737,147,2020-03-09,,21423,2
2738,2738,382,2020-07-23,,480,5
2739,2739,17,2016-06-25,15,16752,3
2740,2740,365,2021-09-22,,2452,2
2741,2741,309,2021-05-08,,709,4
2742,2742,395,2022-11-01,5,15420,5
2743,2743,379,2022-10-04,,13613,5
2744,2744,232,2017-05-22,9,28754,1
2745,2745,163,2016-05-03,,19025,3
2746,2746,377,2020-09-16,,12448,4
2747,2747,103,2016-06-21,15,33846,3
2748,2748,366,2018-05-15,,7887,1
2749,2749,391,2019-10-14,,18474,1
2750,2750,350,2019-03-01,,16125,1
2751,2751,448,2017-06-21,15,17286,3
2752,2752,167,2021-03-29,,25722,2
2753,2753,493,2017-10-22,,10134,4
2754,2754,198,2021-07-07,4,18971,4
2755,2755,345,2021-04-03,,7330,2
2756,2756,415,2018-10-25,,5181,2
2757,2757,33,2017-02-27,,20699,3
2758,2758,399,2017-06-04,,32470,5
2759,2759,487,2016-12-21,,14292,3
2760,2760,302,2016-09-26,,11580,5
2761,2761,24,2018-02-20,,8495,1
2762,2762,53,2016-08-13,,318,1
2763,2763,285,2018-07-17,,11650,5
2764,2764,68,2016-10-07,,11423,5
2765,2765,412,2017-04-28,,15204,5
2766,2766,381,2018-03-04,,13645,1
2767,2767,262,2022-01-30,,2064,3
2768,2768,480,2016-07-31,,4350,4
2769,2769,326,2017-05-18,,17244,4
2770,2770,14,2019-08-25,14,4897,4
2771,2771,188,2018-12-29,7,12929,5
2772,2772,230,2018-08-31,,3345,2
2773,2773,168,2018-12-02,6,5023,5
2774,2774,285,2017-10-03,,13328,1
2775,2775,46,2020-09-28,,16427,5
2776,2776,192,2018-02-12,,11206,5
2777,2777,26,2018-09-06,8,7300,5
2778,2778,40,2016-01-15,,7009,5
2779,2779,408,2020-08-02,,12295,1
2780,2780,266,2022-11-08,,950,2
2781,2781,185,2019-04-19,3,15479,3
2782,2782,429,2022-07-09,4,26900,2
2783,2783,285,2017-08-31,,15726,3
2784,2784,30,2017-05-12,12,23883,1
2785,2785,110,2016-08-24,14,6263,4
2786,2786,382,2020-09-14,,22911,5
2787,2787,475,2022-06-26,15,11245,3
2788,2788,347,2022-05-13,12,21781,4
2789,2789,96,2017-05-05,,1539,2
2790,2790,17,2017-10-06,,16509,2
2791,2791,415,2017-07-30,,17006,1
2792,2792,417,2022-04-05,,6978,2
2793,2793,115,2017-10-31,5,4723,5
2794,2794,78,2019-02-22,,8704,2
2795,2795,339,2016-06-01,,10572,1
2796,2796,421,2017-06-02,,15102,4
2797,2797,149,2021-07-15,,9407,4
2798,2798,11,2020-03-29,,5152,5
2799,2799,38,2017-09-05,8,9142,4
2800,2800,23,2021-10-20,,745,3
2801,2801,320,2017-09-12,,23964,3
2802,2802,261,2016-08-05,,7732,5
2803,2803,7,2021-04-24,3,27459,2
2804,2804,304,2020-02-29,,24139,3
2805,2805,144,2019-01-01,1,2757,1
2806,2806,428,2019-03-09,,2798,2
2807,2807,158,2017-11-11,,28513,1
2808,2808,183,2022-11-08,,5692,2
2809,2809,409,2016-02-18,,11744,2
2810,2810,24,2017-04-21,3,26869,1
2811,2811,405,2016-07-16,,18598,3
2812,2812,269,2019-03-18,,17462,5
2813,2813,221,2019-03-01,,3882,5
2814,2814,250,2019-09-12,,1191,5
2815,2815,314,2018-06-22,15,21543,3
2816,2816,166,2020-09-30,,1723,4
2817,2817,409,2017-08-09,,16413,3
2818,2818,77,2018-09-20,,23,1
2819,2819,350,2018-05-23,9,40291,1
2820,2820,63,2017-07-29,,8785,1
2821,2821,195,2019-09-14,,3854,2
2822,2822,469,2018-01-15,,3178,2
2823,2823,294,2020-12-07,,6301,1
2824,2824,499,2019-12-20,,7512,3
2825,2825,16,2019-06-18,15,6889,1
2826,2826,138,2019-08-02,,29308,5
2827,2827,208,2019-12-30,1,5002,2
2828,2828,171,2021-09-01,,16705,2
2829,2829,71,2022-10-08,,29938,4
2830,2830,486,2018-03-07,,15829,4
2831,2831,226,2018-04-17,3,3879,5
2832,2832,220,2016-02-03,16,21387,4
2833,2833,318,2022-08-17,,9366,5
2834,2834,26,2018-10-23,,22084,4
2835,2835,393,2017-11-15,,42042,5
2836,2836,339,2017-04-24,,17271,5
2837,2837,289,2016-11-07,,24675,2
2838,2838,77,2021-09-25,,24196,4
2839,2839,296,2020-06-30,4,12783,4
2840,2840,339,2018-08-11,,4285,4
2841,2841,93,2022-07-08,4,22187,3
2842,2842,252,2017-10-23,,15054,3
2843,2843,103,2022-02-27,,13787,5
2844,2844,414,2018-05-22,9,19700,5
2845,2845,174,2020-08-10,,8883,3
2846,2846,232,2017-04-30,,11323,1
2847,2847,329,2016-04-19,3,28995,4
2848,2848,80,2019-01-14,,19943,1
2849,2849,77,2020-05-25,,1745,4
2850,2850,159,2018-11-30,6,17894,5
2851,2851,174,2021-11-06,5,7169,5
2852,2852,41,2021-10-02,,10497,5
2853,2853,14,2021-12-02,6,20763,2
2854,2854,386,2019-09-22,,17444,3
2855,2855,449,2016-05-20,,16799,3
2856,2856,338,2022-12-11,11,14651,3
2857,2857,448,2022-12-03,6,4844,4
2858,2858,320,2019-03-28,,1445,3
2859,2859,313,2020-07-25,,9149,3
2860,2860,435,2016-03-17,,20080,5
2861,2861,420,2016-11-16,,6928,2
2862,2862,56,2016-09-07,8,15617,4
2863,2863,41,2019-03-08,,20563,2
2864,2864,92,2019-02-02,16,2442,2
2865,2865,357,2019-09-16,,27925,1
2866,2866,490,2022-12-18,,17608,4
2867,2867,264,2021-07-12,,6759,3
2868,2868,36,2016-10-18,,8069,3
2869,2869,362,2019-08-13,,3336,2
2870,2870,378,2018-12-27,7,11935,3
2871,2871,3,2017-07-12,,11618,4
2872,2872,288,2020-04-06,,3714,3
2873,2873,339,2017-12-14,,15352,1
2874,2874,322,2017-07-30,,12532,5
2875,2875,305,2020-06-10,13,27963,3
2876,2876,217,2022-07-06,4,16108,1
2877,2877,28,2019-08-28,,12773,1
2878,2878,168,2022-06-19,13,9757,3
2879,2879,423,2021-07-14,,21315,3
2880,2880,317,2019-03-12,,7453,3
2881,2881,291,2019-05-10,12,9462,1
2882,2882,163,2019-11-08,,11931,5
2883,2883,124,2020-06-03,,3696,1
2884,2884,429,2018-10-14,,25543,1
2885,2885,452,2016-04-15,,24045,2
2886,2886,191,2020-07-15,,23530,2
2887,2887,191,2017-05-27,9,31034,5
2888,2888,71,2019-06-14,13,198,2
2889,2889,338,2017-08-11,,7482,3
2890,2890,428,2017-01-26,,6954,5
2891,2891,219,2018-04-10,,8035,1
2892,2892,24,2021-12-03,6,16449,2
2893,2893,110,2018-02-26,,12523,5
2894,2894,328,2017-04-04,,304,4
2895,2895,388,2019-07-07,4,12139,1
2896,2896,219,2021-02-09,2,27802,4
2897,2897,117,2022-07-28,,15245,3
2898,2898,388,2016-03-26,,17563,3
2899,2899,389,2017-08-15,,23177,3
2900,2900,5,2020-11-14,,32708,2
2901,2901,272,2018-10-20,,3473,5
2902,2902,299,2017-09-19,,3263,1
2903,2903,8,2016-03-14,,28214,4
2904,2904,105,2021-03-11,,14866,4
2905,2905,384,2022-12-11,11,7572,1
2906,2906,74,2022-03-02,,10399,5
2907,2907,378,2021-10-22,,5878,2
2908,2908,417,2019-09-20,,24719,5
2909,2909,163,2021-09-02,,26041,4
2910,2910,485,2017-08-01,,8102,5
2911,2911,410,2016-05-28,9,1486,2
2912,2912,157,2021-05-16,12,4474,5
2913,2913,266,2018-11-17,,19394,4
2914,2914,202,2019-08-11,,9294,3
2915,2915,213,2019-04-20,3,29602,5
2916,2916,134,2016-06-03,,13676,5
2917,2917,122,2016-09-06,8,18898,4
2918,2918,388,2022-04-28,,10732,2
2919,2919,179,2020-12-31,,26365,5
2920,2920,269,2018-05-25,9,5742,5
2921,2921,356,2016-06-24,15,50,3
2922,2922,2,2020-04-14,3,30496,3
2923,2923,241,2016-09-16,,16411,5
2924,2924,206,2021-05-22,,13489,5
2925,2925,427,2022-10-06,,19031,1
2926,2926,24,2019-01-06,1,24339,1
2927,2927,407,2019-11-15,,3940,1
2928,2928,209,2019-07-26,,16998,5
2929,2929,358,2021-04-01,,10249,2
2930,2930,193,2021-12-18,,2143,1
2931,2931,22,2017-02-08,2,20689,3
2932,2932,19,2021-03-27,,6794,1
2933,2933,479,2017-01-21,,19235,2
2934,2934,7,2018-11-11,,26084,4
2935,2935,297,2021-07-13,,24204,2
2936,2936,322,2020-01-13,,2257,4
2937,2937,124,2021-10-31,,16272,1
2938,2938,51,2020-02-21,,7388,1
2939,2939,397,2016-04-09,,7986,1
2940,2940,403,2016-04-07,,23996,1
2941,2941,50,2018-12-07,11,32165,4
2942,2942,61,2021-12-20,,16669,3
2943,2943,118,2022-05-12,12,7698,5
2944,2944,50,2021-04-28,,30299,3
2945,2945,419,2020-11-29,6,2435,4
2946,2946,277,2018-09-14,,18543,3
2947,2947,272,2020-07-26,,5942,1
2948,2948,43,2019-07-19,,33455,1
2949,2949,9,2021-08-30,,12874,5
2950,2950,78,2020-07-12,,3019,1
2951,2951,486,2020-09-03,8,4710,1
2952,2952,41,2016-05-02,,20195,1
2953,2953,24,2021-03-04,,9585,5
2954,2954,204,2019-04-07,,11771,4
2955,2955,441,2022-07-16,,26871,1
2956,2956,274,2019-04-10,,8314,5
2957,2957,228,2018-07-17,,16256,1
2958,2958,63,2019-11-07,,23350,3
2959,2959,448,2017-10-28,,8763,1
2960,2960,248,2019-10-24,,16350,4
2961,2961,212,2018-09-01,,17275,2
2962,2962,30,2022-09-02,,11304,3
2963,2963,300,2018-10-09,,19460,3
2964,2964,374,2019-07-20,,16097,1
2965,2965,293,2019-12-28,7,29456,4
2966,2966,135,2018-08-01,,29193,5
2967,2967,96,2020-01-01,1,10647,5
2968,2968,19,2016-11-09,,3957,3
2969,2969,204,2021-07-19,,15855,1
2970,2970,393,2019-11-22,,21459,4
2971,2971,415,2021-01-20,,947,5
2972,2972,291,2016-03-18,,11537,3
2973,2973,237,2018-07-17,,478,2
2974,2974,446,2016-03-10,,11205,2
2975,2975,60,2018-09-01,,2848,4
2976,2976,221,2022-08-17,,4295,3
2977,2977,11,2017-04-14,,22832,2
2978,2978,117,2017-03-22,,17228,4
2979,2979,375,2018-02-01,16,1822,3
2980,2980,187,2020-07-25,,13484,2
2981,2981,267,2021-04-11,,27426,5
2982,2982,131,2022-08-24,14,14761,1
2983,2983,294,2020-08-19,14,20873,3
2984,2984,294,2016-04-14,,19156,3
2985,2985,219,2017-11-13,,19298,4
2986,2986,302,2018-07-15,,32941,3
2987,2987,362,2017-07-30,,34131,1
2988,2988,363,2019-03-20,,5230,5
2989,2989,459,2018-11-19,,10242,5
2990,2990,80,2018-07-14,,3893,4
2991,2991,488,2022-06-27,,27180,3
2992,2992,49,2021-10-29,,25139,5
2993,2993,369,2018-01-26,,23226,5
2994,2994,428,2021-06-13,,25031,5
2995,2995,66,2016-01-07,1,8969,5
2996,2996,268,2021-08-14,,22696,2
2997,2997,309,2021-07-07,4,29321,3
2998,2998,249,2017-03-06,,1185,5
2999,2999,468,2019-04-29,,11318,4
3000,3000,29,2022-07-10,4,19966,2
3001,3001,204,2021-02-02,16,14180,3
3002,3002,168,2016-05-12,12,7157,5
3003,3003,474,2018-03-08,,20473,3
3004,3004,24,2018-02-23,,31066,4
3005,3005,392,2019-11-05,,7617,3
3006,3006,354,2017-09-02,,5973,4
3007,3007,460,2020-10-11,,34029,3
3008,3008,264,2020-03-09,,26160,5
3009,3009,421,2021-08-26,14,11996,1
3010,3010,454,2022-08-30,,6571,2
3011,3011,480,2019-11-21,,2548,1
3012,3012,226,2016-07-01,,19345,1
3013,3013,167,2017-06-12,13,28238,3
3014,3014,184,2019-12-10,,5199,1
3015,3015,68,2022-07-17,,12900,4
3016,3016,26,2018-11-30,6,20221,1
