return_id,order_id,product_id,return_date,reason,amount_refunded
539,30579,239,2021-02-15,Received wrong product,231.15
540,16409,146,2022-05-08,Product damaged during shipping,0.00
541,10893,204,2021-01-04,Received wrong product,0.00
542,47100,431,2020-05-24,Color doesn't match,0.00
543,47109,137,2022-11-27,Product didn't meet expectations,0.00
544,49882,23,2022-03-20,Found a better deal,0.00
545,6663,334,2016-11-24,Product damaged during shipping,0.00
546,230,187,2019-05-28,Found a better deal,610.01
547,39352,282,2021-05-09,Defective product,0.00
548,25800,445,2022-08-22,Size doesn't fit,0.00
549,46157,320,2019-04-08,Item not as described,0.00
550,4680,58,2016-03-16,Product damaged during shipping,0.00
551,24435,404,2017-02-23,Ordered by mistake,0.00
552,21468,264,2020-03-29,Ordered by mistake,0.00
553,16903,236,2022-09-24,Item not as described,0.00
554,28053,225,2022-07-17,Ordered by mistake,0.00
555,7758,214,2020-10-20,Changed my mind,0.00
556,14710,480,2018-01-09,Size doesn't fit,53.17
557,39580,443,2016-07-17,Product didn't meet expectations,663.51
558,7306,340,2021-04-07,Ordered by mistake,0.00
559,2155,90,2017-05-13,Product didn't meet expectations,72.62
560,44148,256,2018-10-21,Defective product,0.00
561,29884,255,2016-10-21,Item not as described,0.00
562,28409,8,2016-09-01,Item not as described,75.81
563,19121,145,2021-04-01,Size doesn't fit,0.00
564,1519,179,2021-04-10,Changed my mind,0.00
565,12442,104,2017-09-21,Color doesn't match,0.00
566,29647,267,2018-10-10,Ordered by mistake,0.00
567,24275,306,2022-03-15,Size doesn't fit,0.00
568,49816,484,2022-02-05,Ordered by mistake,292.98
569,41199,395,2021-10-26,Item not as described,0.00
570,49861,3,2017-05-03,Ordered by mistake,0.00
571,8747,452,2018-01-16,Product damaged during shipping,0.00
572,27562,194,2017-11-12,Changed my mind,531.56
573,46793,355,2019-11-19,Item not as described,0.00
574,38782,97,2022-10-30,Color doesn't match,0.00
575,49415,273,2020-12-20,Size doesn't fit,0.00
576,43772,255,2020-07-03,Size doesn't fit,0.00
577,27662,88,2018-02-27,Item not as described,0.00
578,565,2,2022-01-21,Color doesn't match,0.00
579,46892,257,2022-08-09,Size doesn't fit,0.00
580,47893,103,2017-09-10,Received wrong product,365.03
581,20586,452,2020-05-02,Defective product,0.00
582,34420,273,2016-06-05,Received wrong product,672.41
583,26125,393,2019-06-02,Item not as described,0.00
584,34320,97,2016-04-09,Color doesn't match,0.00
585,47579,304,2021-03-02,Found a better deal,0.00
586,27533,261,2020-04-18,Color doesn't match,27.55
587,30933,357,2017-10-24,Size doesn't fit,0.00
588,42130,450,2019-04-24,Ordered by mistake,379.04
589,18899,289,2016-03-22,Changed my mind,0.00
590,12012,491,2018-10-04,Color doesn't match,0.00
591,42542,119,2017-01-14,Color doesn't match,0.00
592,49219,72,2016-08-05,Defective product,0.00
593,30394,376,2016-11-09,Found a better deal,1873.20
594,28525,31,2016-07-16,Size doesn't fit,113.45
595,46810,398,2022-10-29,Product damaged during shipping,0.00
596,29328,415,2019-11-05,Product damaged during shipping,227.84
597,46789,336,2020-10-28,Found a better deal,0.00
598,48074,145,2020-11-15,Ordered by mistake,0.00
599,29061,14,2021-01-08,Ordered by mistake,0.00
600,11852,423,2022-02-04,Defective product,0.00
601,43793,20,2021-07-29,Received wrong product,0.00
602,39378,165,2019-01-16,Received wrong product,0.00
603,4299,234,2022-01-14,Received wrong product,8.52
604,13812,23,2019-03-14,Ordered by mistake,0.00
605,39516,468,2019-02-27,Product didn't meet expectations,0.00
606,7368,370,2018-08-22,Item not as described,0.00
607,45251,481,2019-08-19,Product didn't meet expectations,0.00
608,1006,389,2021-08-29,Changed my mind,0.00
609,20682,68,2022-05-01,Ordered by mistake,350.60
610,967,5,2019-12-18,Item not as described,0.00
611,11392,373,2018-07-16,Found a better deal,0.00
612,6618,267,2017-11-20,Defective product,0.00
613,9119,380,2020-12-26,Product damaged during shipping,0.00
614,46726,12,2022-12-29,Ordered by mistake,0.00
615,35199,70,2021-05-20,Ordered by mistake,902.54
616,12616,187,2017-07-18,Found a better deal,0.00
617,40544,276,2019-07-10,Item not as described,155.67
618,3057,207,2018-10-15,Defective product,0.00
619,26251,118,2021-04-21,Defective product,0.00
620,32152,381,2022-11-13,Received wrong product,0.00
621,282,262,2018-10-11,Defective product,0.00
622,18665,102,2020-11-29,Changed my mind,0.00
623,28957,462,2020-03-09,Color doesn't match,0.00
624,40324,444,2018-11-09,Received wrong product,136.49
625,10454,401,2019-11-13,Product damaged during shipping,0.00
626,7916,144,2022-07-19,Product damaged during shipping,0.00
627,24549,392,2019-04-01,Size doesn't fit,0.00
628,40116,278,2017-03-04,Ordered by mistake,0.00
629,39996,381,2016-12-18,Color doesn't match,250.45
630,49165,273,2021-04-01,Product damaged during shipping,0.00
631,38680,164,2019-04-02,Item not as described,0.00
632,49904,152,2020-01-10,Ordered by mistake,143.20
633,19438,376,2017-07-31,Product damaged during shipping,0.00
634,31153,366,2017-11-06,Product damaged during shipping,483.09
635,36391,277,2017-02-05,Found a better deal,0.00
636,40512,263,2021-03-09,Defective product,0.00
637,19179,52,2019-06-08,Product didn't meet expectations,0.00
638,4094,363,2022-09-17,Color doesn't match,701.97
639,7418,201,2017-02-18,Found a better deal,266.70
640,48152,290,2018-02-26,Color doesn't match,0.00
641,26970,258,2016-06-08,Found a better deal,0.00
642,40462,160,2020-06-25,Product damaged during shipping,1354.97
643,28079,479,2016-11-23,Product damaged during shipping,0.00
644,31670,126,2019-09-06,Defective product,0.00
645,35213,80,2017-09-15,Item not as described,1416.54
646,47279,25,2017-10-07,Color doesn't match,0.00
647,12908,363,2016-02-07,Found a better deal,0.00
648,1695,8,2022-01-15,Defective product,606.50
649,23703,42,2020-07-20,Received wrong product,0.00
650,43532,118,2022-01-02,Item not as described,0.00
651,49672,63,2016-11-05,Found a better deal,0.00
652,17423,151,2017-07-07,Product damaged during shipping,0.00
653,12795,321,2019-06-30,Found a better deal,407.10
654,8160,1,2019-01-26,Item not as described,0.00
655,39163,28,2018-03-18,Item not as described,0.00
656,22135,28,2022-08-24,Changed my mind,0.00
657,14069,409,2022-12-13,Ordered by mistake,93.30
658,23719,287,2021-01-01,Product damaged during shipping,613.30
659,19684,471,2020-10-19,Item not as described,0.00
660,48280,250,2020-01-24,Color doesn't match,0.00
661,21122,244,2021-05-08,Received wrong product,0.00
662,4480,113,2022-11-18,Found a better deal,0.00
663,44171,190,2016-11-19,Color doesn't match,0.00
664,6671,260,2020-02-06,Found a better deal,274.85
665,41762,196,2021-07-14,Color doesn't match,19.14
666,40025,254,2019-11-30,Color doesn't match,571.46
667,33971,255,2022-10-06,Defective product,0.00
668,20311,229,2022-07-06,Found a better deal,0.00
669,41295,206,2016-04-28,Product didn't meet expectations,33.49
670,46967,113,2018-04-27,Found a better deal,642.80
671,12684,141,2017-12-22,Item not as described,0.00
672,19031,148,2016-07-13,Found a better deal,638.22
673,15765,120,2019-12-27,Product didn't meet expectations,0.00
674,1931,144,2016-03-24,Found a better deal,0.00
675,31547,132,2019-05-19,Product damaged during shipping,582.71
676,7152,405,2019-02-15,Defective product,297.34
677,18037,2,2021-12-19,Defective product,0.00
678,8687,421,2016-03-13,Product didn't meet expectations,0.00
679,32385,476,2021-07-11,Ordered by mistake,0.00
680,20114,244,2016-03-14,Product didn't meet expectations,0.00
681,31197,498,2021-05-17,Found a better deal,22.40
682,29635,217,2016-06-03,Color doesn't match,573.50
683,12591,126,2017-04-23,Product damaged during shipping,0.00
684,15306,480,2020-03-20,Color doesn't match,0.00
685,45258,414,2017-06-05,Item not as described,0.00
686,20496,3,2020-09-13,Changed my mind,0.00
687,6232,146,2022-04-03,Defective product,0.00
688,18046,135,2019-07-30,Found a better deal,0.00
689,48901,287,2020-10-08,Product damaged during shipping,0.00
690,18867,80,2018-07-27,Ordered by mistake,0.00
691,11387,318,2018-10-03,Size doesn't fit,0.00
692,2029,385,2016-10-16,Product damaged during shipping,0.00
693,11339,266,2022-06-13,Size doesn't fit,0.00
694,35707,380,2016-08-13,Product didn't meet expectations,0.00
695,1852,400,2018-09-25,Product damaged during shipping,0.00
696,42354,442,2021-09-05,Size doesn't fit,617.33
697,45809,147,2020-04-18,Product damaged during shipping,288.35
698,48641,27,2017-04-22,Found a better deal,0.00
699,44621,363,2018-07-26,Color doesn't match,0.00
700,15136,427,2021-04-23,Item not as described,0.00
701,16724,19,2022-05-17,Color doesn't match,553.16
702,21344,370,2018-09-18,Product didn't meet expectations,0.00
703,15273,151,2018-08-20,Product didn't meet expectations,0.00
704,16259,188,2019-08-25,Size doesn't fit,2070.26
705,25544,15,2019-06-11,Product damaged during shipping,0.00
706,10581,32,2018-04-20,Product didn't meet expectations,0.00
707,13849,285,2016-04-04,Defective product,0.00
708,48581,295,2020-12-04,Color doesn't match,658.37
709,29091,383,2022-12-22,Product didn't meet expectations,0.00
710,190,117,2016-11-30,Changed my mind,0.00
711,8826,283,2020-07-30,Color doesn't match,0.00
712,24888,438,2018-03-23,Color doesn't match,0.00
713,38010,99,2017-02-27,Ordered by mistake,0.00
714,6102,70,2018-01-16,Size doesn't fit,0.00
715,38919,125,2021-12-27,Defective product,0.00
716,4162,470,2017-03-07,Defective product,0.00
717,1767,62,2021-10-05,Received wrong product,0.00
718,16830,333,2019-10-07,Item not as described,0.00
719,30316,476,2021-07-24,Found a better deal,0.00
720,20384,198,2017-09-21,Color doesn't match,0.00
721,16080,236,2019-11-03,Found a better deal,0.00
722,44437,136,2018-02-27,Size doesn't fit,0.00
723,8820,334,2022-07-20,Product damaged during shipping,0.00
724,34248,202,2022-01-09,Product didn't meet expectations,224.16
725,29763,108,2019-09-05,Defective product,0.00
726,40225,99,2018-01-06,Product damaged during shipping,132.64
727,48549,447,2022-11-29,Product didn't meet expectations,0.00
728,18287,361,2019-07-04,Ordered by mistake,0.00
729,4829,11,2020-08-14,Ordered by mistake,0.00
730,25857,397,2019-02-11,Defective product,609.25
731,22792,469,2020-09-18,Received wrong product,0.00
732,19163,75,2018-12-14,Found a better deal,246.36
733,27865,384,2017-12-14,Size doesn't fit,722.48
734,23906,134,2020-02-23,Ordered by mistake,0.00
735,25590,367,2020-09-09,Ordered by mistake,194.18
736,19314,127,2021-05-04,Changed my mind,0.00
737,37382,272,2022-06-19,Product damaged during shipping,0.00
738,38100,457,2020-04-21,Changed my mind,202.46
739,10381,342,2020-08-01,Color doesn't match,0.00
740,31333,340,2018-03-18,Color doesn't match,0.00
741,31711,332,2016-04-01,Size doesn't fit,0.00
742,27089,48,2018-10-06,Product damaged during shipping,0.00
743,45396,45,2018-02-09,Defective product,522.03
744,4085,471,2022-08-02,Found a better deal,0.00
745,26959,158,2022-02-19,Ordered by mistake,0.00
746,45168,122,2022-01-11,Ordered by mistake,10.19
747,29603,261,2021-10-12,Product didn't meet expectations,0.00
748,2419,61,2020-04-02,Product didn't meet expectations,0.00
749,47203,281,2022-01-30,Changed my mind,0.00
750,18253,429,2020-11-09,Product didn't meet expectations,0.00
751,47732,465,2019-05-02,Color doesn't match,0.00
752,5078,202,2020-03-17,Changed my mind,0.00
753,29553,170,2017-04-11,Size doesn't fit,0.00
754,28009,187,2018-10-24,Ordered by mistake,0.00
755,44270,35,2016-07-01,Color doesn't match,167.23
756,9575,255,2020-11-11,Received wrong product,0.00
757,48076,416,2018-05-19,Size doesn't fit,75.14
758,47391,177,2019-03-27,Changed my mind,0.00
759,45514,389,2019-03-21,Product damaged during shipping,0.00
760,12967,154,2019-03-08,Size doesn't fit,0.00
761,18567,457,2019-03-17,Changed my mind,0.00
762,37088,152,2021-03-30,Item not as described,0.00
763,7411,354,2017-10-24,Size doesn't fit,0.00
764,13196,316,2021-08-17,Size doesn't fit,0.00
765,9741,183,2021-03-20,Found a better deal,0.00
766,20664,85,2019-02-01,Found a better deal,0.00
767,29868,34,2019-01-16,Received wrong product,0.00
768,42891,32,2017-05-12,Product didn't meet expectations,0.00
769,49258,251,2021-05-12,Found a better deal,0.00
770,17561,143,2022-10-23,Ordered by mistake,0.00
771,45355,446,2019-12-10,Received wrong product,1628.12
772,37363,79,2016-06-21,Received wrong product,384.16
773,17380,354,2021-08-12,Product damaged during shipping,0.00
774,8203,151,2016-09-06,Item not as described,0.00
775,33768,89,2022-01-10,Found a better deal,82.43
776,3209,13,2021-03-27,Ordered by mistake,0.00
777,47010,129,2018-01-19,Color doesn't match,0.00
778,31596,387,2021-11-25,Color doesn't match,0.00
779,38137,279,2020-01-27,Found a better deal,0.00
780,20064,11,2017-02-11,Received wrong product,84.82
781,8355,485,2022-10-07,Changed my mind,0.00
782,45869,300,2019-08-03,Product didn't meet expectations,0.00
783,11643,322,2018-03-03,Received wrong product,0.00
784,22468,187,2016-08-15,Received wrong product,0.00
785,13908,225,2018-05-17,Received wrong product,66.13
786,18205,320,2017-12-08,Product damaged during shipping,289.62
787,44205,131,2016-06-03,Item not as described,823.71
788,8408,483,2016-04-19,Found a better deal,0.00
789,32443,488,2021-11-27,Found a better deal,0.00
790,20189,440,2016-07-24,Product damaged during shipping,0.00
791,7903,365,2017-08-27,Received wrong product,0.00
792,34389,120,2016-06-22,Product didn't meet expectations,152.73
793,622,421,2020-02-18,Defective product,0.00
794,33642,225,2018-12-05,Product didn't meet expectations,41.76
795,44058,137,2017-07-27,Product damaged during shipping,0.00
796,37963,128,2019-09-08,Item not as described,76.64
797,345,337,2019-08-30,Ordered by mistake,1269.41
798,8313,369,2017-04-13,Product damaged during shipping,0.00
799,19379,152,2018-10-01,Received wrong product,0.00
800,3982,31,2021-01-21,Product didn't meet expectations,0.00
801,31641,161,2017-02-03,Ordered by mistake,0.00
802,10423,81,2016-03-10,Found a better deal,0.00
803,48539,85,2020-09-30,Color doesn't match,0.00
804,9348,445,2018-04-27,Defective product,277.64
805,49674,155,2020-05-08,Color doesn't match,0.00
806,8944,332,2020-07-10,Ordered by mistake,459.09
807,38040,238,2019-03-30,Found a better deal,0.00
808,22532,113,2016-10-28,Item not as described,0.00
809,27913,210,2017-10-11,Found a better deal,0.00
810,35838,99,2022-01-19,Color doesn't match,0.00
811,10544,479,2017-10-28,Defective product,0.00
812,8792,188,2019-09-18,Color doesn't match,0.00
813,27245,459,2021-10-06,Color doesn't match,0.00
814,43612,344,2018-07-01,Color doesn't match,60.81
815,42866,308,2021-08-15,Found a better deal,0.00
816,14869,206,2016-09-16,Defective product,89.30
817,28616,271,2019-10-12,Found a better deal,0.00
818,40149,380,2019-12-10,Color doesn't match,210.09
819,16885,447,2016-09-05,Size doesn't fit,0.00
820,17315,300,2017-06-16,Item not as described,0.00
821,8033,264,2022-06-01,Size doesn't fit,315.81
822,497,107,2017-04-09,Color doesn't match,0.00
823,41799,24,2022-08-19,Product didn't meet expectations,0.00
824,26104,27,2020-11-08,Changed my mind,360.78
825,48370,369,2018-09-28,Defective product,0.00
826,23226,497,2016-07-11,Item not as described,1512.84
827,13953,293,2022-08-02,Found a better deal,0.00
828,11093,430,2017-09-30,Changed my mind,0.00
829,37213,185,2018-09-02,Color doesn't match,0.00
830,39779,390,2018-02-24,Defective product,0.00
831,44652,136,2018-09-01,Color doesn't match,1140.34
832,46182,373,2017-05-29,Changed my mind,0.00
833,34842,466,2019-09-14,Size doesn't fit,291.61
834,28683,143,2022-05-07,Found a better deal,0.00
835,29106,408,2017-03-09,Changed my mind,0.00
836,28193,473,2016-08-22,Defective product,0.00
837,11744,450,2019-02-18,Color doesn't match,0.00
838,28940,403,2017-04-27,Changed my mind,313.20
839,36740,246,2016-01-11,Found a better deal,754.54
840,5676,99,2018-12-25,Product damaged during shipping,0.00
841,13272,259,2016-05-05,Size doesn't fit,0.00
842,15955,430,2017-02-17,Size doesn't fit,105.69
843,42714,80,2020-03-08,Item not as described,0.00
844,28492,238,2016-12-03,Product damaged during shipping,0.00
845,41850,470,2017-07-08,Changed my mind,0.00
846,43033,469,2016-11-21,Item not as described,0.00
847,30811,90,2017-10-23,Color doesn't match,0.00
848,44988,414,2022-11-20,Defective product,0.00
849,22398,262,2018-09-27,Size doesn't fit,0.00
850,33852,207,2022-05-21,Found a better deal,76.04
851,11029,161,2020-05-04,Changed my mind,0.00
852,40497,19,2021-05-19,Color doesn't match,276.58
853,37339,81,2017-02-17,Received wrong product,250.86
854,13626,161,2017-12-26,Found a better deal,0.00
855,17163,22,2020-08-10,Size doesn't fit,0.00
856,40690,185,2021-02-24,Product didn't meet expectations,0.00
857,47906,8,2018-03-13,Changed my mind,0.00
858,48133,421,2020-08-17,Ordered by mistake,0.00
859,3062,470,2018-10-02,Changed my mind,0.00
860,22857,417,2020-06-02,Color doesn't match,0.00
861,22247,480,2020-08-07,Defective product,0.00
862,38910,53,2019-07-25,Item not as described,0.00
863,5183,26,2018-11-06,Color doesn't match,735.73
864,27072,475,2021-09-07,Changed my mind,0.00
865,15319,390,2022-10-19,Item not as described,0.00
866,20831,439,2017-06-05,Found a better deal,0.00
867,7375,325,2020-04-02,Changed my mind,0.00
868,44813,349,2022-08-15,Defective product,0.00
869,5695,223,2021-09-10,Ordered by mistake,0.00
870,30634,337,2017-05-31,Ordered by mistake,1015.52
871,30729,163,2016-12-29,Changed my mind,0.00
872,19171,275,2021-05-14,Item not as described,0.00
873,18334,434,2016-01-18,Color doesn't match,0.00
874,29430,325,2016-07-11,Received wrong product,136.12
875,26221,420,2020-07-20,Product damaged during shipping,0.00
876,28334,122,2022-02-03,Size doesn't fit,0.00
877,33078,106,2021-04-30,Item not as described,132.16
878,7242,350,2021-01-26,Product didn't meet expectations,0.00
879,5832,489,2022-12-24,Color doesn't match,0.00
880,19823,495,2016-03-24,Changed my mind,0.00
881,17935,47,2020-07-01,Size doesn't fit,0.00
882,10511,68,2022-03-03,Item not as described,0.00
883,11983,97,2017-12-29,Color doesn't match,0.00
884,32032,250,2020-07-03,Product didn't meet expectations,0.00
885,4442,351,2019-08-04,Changed my mind,0.00
886,2654,475,2016-08-24,Color doesn't match,0.00
887,37807,414,2016-12-21,Found a better deal,0.00
888,15952,362,2019-03-18,Found a better deal,0.00
889,2766,253,2018-03-09,Ordered by mistake,0.00
890,3936,225,2020-11-01,Item not as described,0.00
891,17902,46,2016-06-17,Product damaged during shipping,0.00
892,34290,279,2017-07-22,Product damaged during shipping,0.00
893,6417,430,2019-07-18,Size doesn't fit,0.00
894,28778,255,2021-08-20,Size doesn't fit,0.00
895,22248,375,2018-12-02,Ordered by mistake,224.88
896,26227,37,2020-12-20,Found a better deal,0.00
897,426,459,2018-10-20,Color doesn't match,0.00
898,36531,332,2020-05-21,Ordered by mistake,0.00
899,25164,220,2018-04-15,Product didn't meet expectations,0.00
900,25231,326,2016-01-16,Product damaged during shipping,0.00
901,34373,200,2019-09-05,Defective product,0.00
902,28253,189,2016-08-09,Received wrong product,0.00
903,12711,118,2020-07-09,Product didn't meet expectations,85.28
904,33370,259,2017-09-10,Ordered by mistake,0.00
905,7038,252,2017-06-08,Changed my mind,0.00
906,15758,244,2021-05-07,Product damaged during shipping,0.00
907,10711,13,2021-05-05,Product damaged during shipping,0.00
908,31928,424,2017-04-10,Received wrong product,0.00
909,28732,38,2016-01-16,Ordered by mistake,63.77
910,12508,416,2021-12-16,Product didn't meet expectations,429.38
911,29442,137,2017-12-09,Changed my mind,727.14
912,15146,124,2017-04-22,Size doesn't fit,0.00
913,15985,199,2020-09-15,Color doesn't match,0.00
914,35498,477,2019-10-29,Product didn't meet expectations,0.00
915,49607,211,2021-02-07,Found a better deal,0.00
916,31820,316,2019-10-22,Changed my mind,0.00
917,6839,211,2017-07-11,Product didn't meet expectations,226.93
918,9304,428,2022-11-20,Changed my mind,0.00
919,41309,323,2017-10-06,Ordered by mistake,0.00
920,34429,172,2021-03-26,Changed my mind,0.00
921,17779,65,2016-02-20,Changed my mind,337.70
922,14306,487,2020-08-01,Color doesn't match,0.00
923,30939,29,2018-11-12,Defective product,0.00
924,43012,418,2017-07-01,Found a better deal,0.00
925,46165,260,2021-06-21,Product damaged during shipping,0.00
926,5944,292,2020-09-04,Ordered by mistake,0.00
927,14295,351,2016-09-19,Size doesn't fit,0.00
928,11764,187,2016-03-04,Product damaged during shipping,0.00
929,5471,397,2018-01-13,Size doesn't fit,1068.52
930,25776,238,2021-06-27,Product damaged during shipping,582.93
931,38861,14,2021-07-03,Defective product,2087.06
932,8967,141,2017-07-29,Color doesn't match,0.00
933,48447,380,2016-08-06,Changed my mind,0.00
934,36844,96,2016-02-13,Changed my mind,77.99
935,4310,12,2017-10-10,Color doesn't match,0.00
936,43158,131,2018-12-02,Defective product,0.00
937,26401,333,2022-03-07,Product damaged during shipping,0.00
938,13517,128,2022-03-05,Ordered by mistake,0.00
939,11439,358,2016-07-05,Item not as described,0.00
940,48577,486,2016-07-27,Ordered by mistake,0.00
941,47027,355,2021-02-18,Found a better deal,220.29
942,26467,491,2017-11-17,Defective product,0.00
943,23326,38,2016-05-16,Product didn't meet expectations,546.57
944,5604,193,2020-03-22,Received wrong product,0.00
945,2820,394,2017-08-06,Defective product,0.00
946,38999,313,2017-10-20,Item not as described,0.00
947,11212,410,2019-09-19,Defective product,0.00
948,6545,67,2022-11-25,Changed my mind,0.00
949,16060,178,2021-02-11,Product didn't meet expectations,846.17
950,29845,371,2017-01-30,Item not as described,0.00
951,18476,356,2019-09-11,Ordered by mistake,44.39
952,1582,58,2016-01-30,Size doesn't fit,0.00
953,3192,299,2022-02-11,Defective product,321.09
954,6763,62,2022-06-24,Product didn't meet expectations,696.03
955,29126,197,2021-05-08,Product didn't meet expectations,0.00
956,19970,365,2016-02-10,Item not as described,192.84
957,47560,424,2022-01-19,Color doesn't match,0.00
958,31565,314,2020-01-18,Product didn't meet expectations,0.00
959,33632,159,2017-01-19,Found a better deal,0.00
960,19514,436,2019-03-01,Product didn't meet expectations,0.00
961,49508,71,2018-03-03,Ordered by mistake,0.00
962,23741,351,2019-08-15,Found a better deal,0.00
963,20276,148,2020-10-23,Color doesn't match,0.00
964,48674,127,2018-07-26,Ordered by mistake,0.00
965,3023,127,2021-06-03,Color doesn't match,247.51
966,7774,492,2018-11-12,Size doesn't fit,0.00
967,2899,305,2017-08-22,Product damaged during shipping,0.00
968,44873,17,2017-01-21,Item not as described,0.00
969,36878,271,2016-03-08,Defective product,0.00
970,48342,443,2022-11-17,Defective product,0.00
971,18576,134,2018-07-28,Defective product,0.00
972,31342,276,2021-12-15,Item not as described,1225.92
973,34817,349,2022-03-12,Item not as described,0.00
974,42074,158,2019-09-26,Color doesn't match,0.00
975,28651,376,2020-11-14,Item not as described,0.00
976,30375,313,2018-08-08,Color doesn't match,0.00
977,19596,57,2019-03-19,Product damaged during shipping,0.00
978,7314,192,2021-03-07,Found a better deal,0.00
979,8138,303,2021-02-05,Found a better deal,0.00
980,1589,407,2020-12-20,Received wrong product,0.00
981,408,157,2021-05-01,Defective product,0.00
982,33003,165,2022-01-17,Changed my mind,340.90
983,23770,252,2018-01-01,Product didn't meet expectations,321.07
984,43665,193,2017-12-25,Product damaged during shipping,0.00
985,17411,134,2018-03-15,Received wrong product,0.00
986,21861,315,2016-05-14,Size doesn't fit,228.34
987,19243,391,2020-03-02,Item not as described,0.00
988,3961,103,2020-08-18,Size doesn't fit,0.00
989,12057,20,2019-03-21,Found a better deal,0.00
990,42120,116,2019-04-24,Size doesn't fit,342.83
991,13836,252,2018-04-11,Size doesn't fit,0.00
992,30927,22,2018-09-12,Color doesn't match,82.86
993,5745,291,2016-06-23,Ordered by mistake,47.65
994,13363,475,2020-08-21,Product damaged during shipping,0.00
995,39132,12,2017-11-05,Item not as described,704.68
996,33426,135,2018-11-19,Product damaged during shipping,0.00
997,17597,493,2021-03-30,Size doesn't fit,0.00
998,21686,487,2021-08-24,Found a better deal,0.00
999,13168,310,2018-04-30,Product didn't meet expectations,444.82
1000,12408,284,2020-11-03,Found a better deal,103.48
1001,14140,415,2022-10-04,Color doesn't match,0.00
1002,15543,187,2016-01-25,Size doesn't fit,0.00
1003,16804,70,2022-08-01,Found a better deal,0.00
1004,4750,484,2019-05-26,Defective product,32.55
1005,49549,122,2020-03-03,Color doesn't match,0.00
1006,29456,340,2019-02-25,Changed my mind,0.00
1007,36582,261,2021-12-19,Received wrong product,0.00
1008,22868,253,2019-10-23,Product damaged during shipping,0.00
1009,375,77,2016-01-14,Found a better deal,70.64
1010,21048,104,2021-02-19,Color doesn't match,322.32
1011,38892,362,2021-11-20,Ordered by mistake,0.00
1012,17154,359,2021-07-26,Item not as described,0.00
1013,35154,229,2017-02-03,Item not as described,0.00
1014,29750,51,2019-01-26,Changed my mind,0.00
1015,3424,212,2023-01-01,Product didn't meet expectations,0.00
1016,44208,271,2016-12-16,Size doesn't fit,179.32
1017,17236,284,2022-01-13,Product damaged during shipping,45.53
1018,42582,315,2018-03-05,Product damaged during shipping,0.00
1019,1366,232,2021-09-23,Product didn't meet expectations,0.00
1020,42372,12,2018-04-07,Changed my mind,0.00
1021,5778,313,2021-12-31,Color doesn't match,0.00
1022,40127,73,2019-02-28,Received wrong product,0.00
1023,47149,256,2019-12-02,Size doesn't fit,374.92
1024,7648,387,2019-11-22,Ordered by mistake,0.00
1025,38242,336,2019-06-16,Changed my mind,0.00
1026,16084,326,2019-08-24,Received wrong product,0.00
1027,1426,257,2021-02-06,Ordered by mistake,0.00
1028,27424,128,2018-09-20,Ordered by mistake,0.00
1029,21809,45,2022-05-10,Ordered by mistake,0.00
1030,22235,322,2020-06-25,Received wrong product,139.85
1031,18700,180,2021-07-31,Product damaged during shipping,0.00
1032,19255,23,2020-11-29,Received wrong product,1177.46
1033,28447,443,2020-12-17,Item not as described,0.00
1034,5013,139,2016-01-25,Product didn't meet expectations,0.00
1035,29302,234,2021-01-23,Defective product,0.00
1036,28465,145,2020-07-01,Product damaged during shipping,0.00
1037,21039,288,2019-11-18,Changed my mind,0.00
1038,398,436,2022-04-25,Ordered by mistake,0.00
1039,24696,133,2017-01-30,Item not as described,0.00
1040,38439,155,2018-04-19,Ordered by mistake,0.00
1041,33406,164,2021-12-13,Defective product,1358.72
1042,7218,150,2021-11-06,Product didn't meet expectations,0.00
1043,33804,300,2020-10-09,Received wrong product,0.00
1044,35680,340,2018-03-07,Received wrong product,0.00
1045,7184,464,2022-02-13,Size doesn't fit,125.96
1046,12298,35,2021-07-27,Product didn't meet expectations,0.00
1047,29480,424,2021-08-26,Changed my mind,0.00
1048,13885,193,2017-03-16,Changed my mind,0.00
1049,28850,274,2019-07-17,Item not as described,0.00
1050,35623,147,2019-11-17,Product damaged during shipping,0.00
1051,20922,180,2017-10-25,Received wrong product,0.00
1052,15340,488,2020-04-24,Found a better deal,699.79
1053,5757,183,2019-04-16,Changed my mind,0.00
1054,3251,392,2017-08-02,Item not as described,0.00
1055,24025,72,2018-11-22,Found a better deal,0.00
1056,448,310,2019-03-14,Product didn't meet expectations,0.00
1057,37433,238,2016-09-16,Item not as described,405.52
1058,33244,259,2017-12-04,Size doesn't fit,0.00
1059,37362,308,2022-04-12,Found a better deal,0.00
1060,35269,500,2017-08-14,Color doesn't match,0.00
1061,27263,332,2022-02-16,Defective product,650.37
1062,35812,223,2020-04-11,Product didn't meet expectations,0.00
1063,17962,281,2017-03-31,Ordered by mistake,0.00
1064,44379,143,2018-08-02,Product didn't meet expectations,0.00
1065,6683,146,2018-08-12,Product damaged during shipping,0.00
1066,28920,161,2021-05-09,Received wrong product,0.00
1067,19890,310,2016-09-08,Product didn't meet expectations,0.00
1068,46103,429,2023-01-06,Found a better deal,263.90
1069,11850,53,2017-05-15,Changed my mind,263.06
1070,27256,27,2020-11-14,Defective product,0.00
1071,28391,410,2019-01-07,Defective product,264.95
1072,39288,135,2017-09-27,Ordered by mistake,0.00
1073,10557,320,2021-10-09,Item not as described,0.00
