customerproductrating_id,customer_id,product_id,ratings,review,sentiment
6715,182,99,4.5,"Outstanding product, I''m a happy customer.",good
6716,364,373,4.0,"Top-notch quality, worth every penny.",good
6717,483,412,3.5,"Quality product, exactly as described.",good
6718,71,47,3.5,Impressed with the features and performance.,good
6719,166,251,4.5,Couldn't be happier with my purchase.,good
6720,90,298,1.5,"Very dissatisfied, regretting my purchase.",bad
6721,188,212,4.5,Great quality and value for money.,good
6722,276,417,2.0,"Product arrived damaged, no response from customer service.",bad
6723,324,388,4.5,"Quality product, exactly as described.",good
6724,345,239,4.0,"Quality product, exactly as described.",good
6725,73,375,1.5,"Not as advertised, very disappointed.",bad
6726,30,497,2.0,"Waste of money, poor quality.",bad
6727,464,155,4.5,Excellent product! Highly recommended.,good
6728,417,487,4.5,Excellent product! Highly recommended.,good
6729,310,23,4.5,"Quality product, exactly as described.",good
6730,314,265,3.0,Product didn't meet my expectations at all.,bad
6731,429,119,4.0,"Quality product, exactly as described.",good
6732,423,338,2.0,"Waste of money, poor quality.",bad
6733,313,79,3.5,Very satisfied with the product. Will buy again.,good
6734,138,346,4.5,Impressed with the features and performance.,good
6735,27,390,4.0,Couldn't be happier with my purchase.,good
6736,429,48,4.5,Great quality and value for money.,good
6737,283,171,3.5,Great quality and value for money.,good
6738,61,159,4.5,Couldn't be happier with my purchase.,good
6739,124,288,1.5,"Very dissatisfied, regretting my purchase.",bad
6740,398,445,4.5,"Quality product, exactly as described.",good
6741,257,101,1.5,"Product arrived damaged, no response from customer service.",bad
6742,45,335,3.0,"Very dissatisfied, regretting my purchase.",bad
6743,89,167,3.0,"Waste of money, poor quality.",bad
6744,221,424,1.0,"Cheaply made, fell apart after a short time.",bad
6745,469,485,1.0,"Very dissatisfied, regretting my purchase.",bad
6746,74,477,4.5,Great quality and value for money.,good
6747,123,47,4.5,"Fantastic purchase, exceeded my expectations.",good
6748,383,105,3.5,"Top-notch quality, worth every penny.",good
6749,306,227,4.5,Couldn't be happier with my purchase.,good
6750,253,374,4.0,Excellent product! Highly recommended.,good
6751,322,134,3.0,"Terrible product, do not buy!",bad
6752,306,180,4.0,Impressed with the features and performance.,good
6753,393,366,2.0,"Terrible product, do not buy!",bad
6754,325,101,3.5,Excellent product! Highly recommended.,good
6755,186,124,4.5,"Top-notch quality, worth every penny.",good
6756,469,427,4.5,"Quality product, exactly as described.",good
6757,204,191,3.0,"Waste of money, poor quality.",bad
6758,142,477,2.5,Product didn't meet my expectations at all.,bad
6759,391,119,4.0,"Delivered on time, and the product is perfect.",good
6760,62,16,4.5,Excellent product! Highly recommended.,good
6761,124,197,2.5,"Not as advertised, very disappointed.",bad
6762,402,168,4.5,"Delivered on time, and the product is perfect.",good
6763,489,16,2.0,"Not as advertised, very disappointed.",bad
6764,37,342,4.0,Very satisfied with the product. Will buy again.,good
6765,166,140,4.0,"Fantastic purchase, exceeded my expectations.",good
6766,484,202,1.5,Product didn't meet my expectations at all.,bad
6767,56,456,4.0,Couldn't be happier with my purchase.,good
6768,242,475,4.0,"Top-notch quality, worth every penny.",good
6769,263,11,4.5,"Quality product, exactly as described.",good
6770,495,185,1.5,"Not as advertised, very disappointed.",bad
6771,222,6,3.5,"Quality product, exactly as described.",good
6772,365,287,1.0,Overpriced for the low quality.,bad
6773,21,102,2.5,"Very dissatisfied, regretting my purchase.",bad
6774,121,363,4.0,"Outstanding product, I''m a happy customer.",good
6775,195,284,2.5,"Not as advertised, very disappointed.",bad
6776,211,130,3.5,Impressed with the features and performance.,good
6777,344,86,4.0,"Fantastic purchase, exceeded my expectations.",good
6778,60,40,4.5,"Delivered on time, and the product is perfect.",good
6779,221,406,2.0,Product didn't meet my expectations at all.,bad
6780,225,446,3.5,"Delivered on time, and the product is perfect.",good
6781,114,382,1.0,"Product arrived damaged, no response from customer service.",bad
6782,306,415,3.0,"Product arrived damaged, no response from customer service.",bad
6783,359,18,1.5,"Not as advertised, very disappointed.",bad
6784,459,386,1.0,"Not as advertised, very disappointed.",bad
6785,362,118,1.0,"Product arrived damaged, no response from customer service.",bad
6786,73,202,2.0,Product didn't meet my expectations at all.,bad
6787,299,59,2.5,Overpriced for the low quality.,bad
6788,14,339,4.0,"Delivered on time, and the product is perfect.",good
6789,418,388,1.0,Product didn't meet my expectations at all.,bad
6790,131,326,2.0,"Cheaply made, fell apart after a short time.",bad
6791,119,324,1.5,"False advertising, don''t trust the product description.",bad
6792,468,441,2.0,"Terrible product, do not buy!",bad
6793,208,348,2.5,"False advertising, don''t trust the product description.",bad
6794,323,220,4.0,"Outstanding product, I''m a happy customer.",good
6795,470,471,4.5,"Outstanding product, I''m a happy customer.",good
6796,453,194,3.5,"Quality product, exactly as described.",good
6797,446,320,2.0,Product didn't meet my expectations at all.,bad
6798,199,16,2.5,"Product arrived damaged, no response from customer service.",bad
6799,125,478,3.5,Excellent product! Highly recommended.,good
6800,140,116,1.5,"Product arrived damaged, no response from customer service.",bad
6801,356,338,2.0,"Waste of money, poor quality.",bad
6802,261,298,4.5,"Quality product, exactly as described.",good
6803,475,453,3.5,"Top-notch quality, worth every penny.",good
6804,53,216,4.0,Great quality and value for money.,good
6805,32,29,1.5,Product didn't meet my expectations at all.,bad
6806,474,33,1.0,"Very dissatisfied, regretting my purchase.",bad
6807,180,359,4.0,"Outstanding product, I''m a happy customer.",good
6808,158,439,3.0,"Not as advertised, very disappointed.",bad
6809,46,378,1.5,"Terrible product, do not buy!",bad
6810,17,257,4.0,Great quality and value for money.,good
6811,357,332,4.5,"Top-notch quality, worth every penny.",good
6812,149,350,4.0,Great quality and value for money.,good
6813,110,451,2.5,"Avoid this product, it''s a complete letdown.",bad
6814,331,389,1.5,"Product arrived damaged, no response from customer service.",bad
6815,43,138,1.5,"Not as advertised, very disappointed.",bad
6816,94,126,4.0,"Top-notch quality, worth every penny.",good
6817,181,344,3.5,"Top-notch quality, worth every penny.",good
6818,469,437,3.5,"Outstanding product, I''m a happy customer.",good
6819,18,256,4.5,Couldn't be happier with my purchase.,good
6820,272,116,2.0,"False advertising, don''t trust the product description.",bad
6821,415,84,1.5,"Terrible product, do not buy!",bad
6822,11,496,4.0,Great quality and value for money.,good
6823,291,277,2.5,"Terrible product, do not buy!",bad
6824,226,500,2.0,"False advertising, don''t trust the product description.",bad
6825,169,80,2.5,"Avoid this product, it''s a complete letdown.",bad
6826,300,304,4.5,Excellent product! Highly recommended.,good
6827,119,326,3.5,Great quality and value for money.,good
6828,312,425,3.5,"Quality product, exactly as described.",good
6829,198,75,3.0,"False advertising, don''t trust the product description.",bad
6830,170,310,4.0,"Fantastic purchase, exceeded my expectations.",good
6831,273,476,4.0,Impressed with the features and performance.,good
6832,494,118,4.5,"Delivered on time, and the product is perfect.",good
6833,355,382,1.0,"Avoid this product, it''s a complete letdown.",bad
6834,343,469,1.0,"Not as advertised, very disappointed.",bad
6835,72,299,1.0,Overpriced for the low quality.,bad
6836,461,389,1.5,Overpriced for the low quality.,bad
6837,204,311,2.0,"Very dissatisfied, regretting my purchase.",bad
6838,27,304,2.0,"Avoid this product, it''s a complete letdown.",bad
6839,15,475,3.5,"Fantastic purchase, exceeded my expectations.",good
6840,263,410,1.0,"Not as advertised, very disappointed.",bad
6841,457,16,4.5,"Quality product, exactly as described.",good
6842,423,361,2.5,Product didn't meet my expectations at all.,bad
6843,399,310,4.0,"Fantastic purchase, exceeded my expectations.",good
6844,312,119,1.5,"Product arrived damaged, no response from customer service.",bad
6845,461,244,1.0,Product didn't meet my expectations at all.,bad
6846,316,429,2.5,"Waste of money, poor quality.",bad
6847,66,152,4.0,"Quality product, exactly as described.",good
6848,426,489,4.0,"Delivered on time, and the product is perfect.",good
6849,111,289,2.0,"Very dissatisfied, regretting my purchase.",bad
6850,44,397,1.0,"Avoid this product, it''s a complete letdown.",bad
6851,282,426,3.5,Great quality and value for money.,good
6852,243,442,3.5,"Outstanding product, I''m a happy customer.",good
6853,412,306,4.0,"Outstanding product, I''m a happy customer.",good
6854,192,473,3.0,"Cheaply made, fell apart after a short time.",bad
6855,121,217,2.5,Product didn't meet my expectations at all.,bad
6856,385,80,4.0,Great quality and value for money.,good
6857,217,366,2.5,Product didn't meet my expectations at all.,bad
6858,191,305,1.5,"False advertising, don''t trust the product description.",bad
6859,126,276,4.0,Great quality and value for money.,good
6860,75,423,3.5,Impressed with the features and performance.,good
6861,351,294,2.0,Overpriced for the low quality.,bad
6862,420,414,1.0,Overpriced for the low quality.,bad
6863,144,376,3.0,"Very dissatisfied, regretting my purchase.",bad
6864,302,197,2.5,Overpriced for the low quality.,bad
6865,396,271,3.0,Product didn't meet my expectations at all.,bad
6866,128,108,4.0,"Delivered on time, and the product is perfect.",good
6867,193,23,2.5,"Not as advertised, very disappointed.",bad
6868,258,81,2.0,Overpriced for the low quality.,bad
6869,204,385,3.0,Overpriced for the low quality.,bad
6870,209,175,4.0,"Fantastic purchase, exceeded my expectations.",good
6871,221,281,1.0,"Avoid this product, it''s a complete letdown.",bad
6872,187,315,4.0,"Delivered on time, and the product is perfect.",good
6873,93,322,3.5,Impressed with the features and performance.,good
6874,498,244,2.5,Product didn't meet my expectations at all.,bad
6875,18,54,3.5,"Fantastic purchase, exceeded my expectations.",good
6876,180,293,4.0,"Delivered on time, and the product is perfect.",good
6877,104,175,1.0,"Not as advertised, very disappointed.",bad
6878,25,375,4.0,Excellent product! Highly recommended.,good
6879,226,444,4.5,"Fantastic purchase, exceeded my expectations.",good
6880,173,190,3.5,Great quality and value for money.,good
6881,16,93,3.5,Very satisfied with the product. Will buy again.,good
6882,46,71,3.5,Excellent product! Highly recommended.,good
6883,136,134,4.5,"Delivered on time, and the product is perfect.",good
6884,243,472,2.0,"False advertising, don''t trust the product description.",bad
6885,28,66,2.5,"Terrible product, do not buy!",bad
6886,320,207,2.5,"Avoid this product, it''s a complete letdown.",bad
6887,197,176,4.0,Very satisfied with the product. Will buy again.,good
6888,319,236,4.0,Impressed with the features and performance.,good
6889,395,356,4.5,Great quality and value for money.,good
6890,34,499,2.5,"Avoid this product, it''s a complete letdown.",bad
6891,410,113,4.0,Great quality and value for money.,good
6892,408,307,1.5,"Avoid this product, it''s a complete letdown.",bad
6893,480,104,4.0,"Top-notch quality, worth every penny.",good
6894,288,286,2.5,"Avoid this product, it''s a complete letdown.",bad
6895,401,255,4.0,Impressed with the features and performance.,good
6896,245,277,2.5,"Cheaply made, fell apart after a short time.",bad
6897,224,32,1.5,"Avoid this product, it''s a complete letdown.",bad
6898,47,281,1.0,"Waste of money, poor quality.",bad
6899,224,19,2.0,"Waste of money, poor quality.",bad
6900,498,284,3.0,"Terrible product, do not buy!",bad
6901,387,314,4.0,"Quality product, exactly as described.",good
6902,86,281,3.0,"False advertising, don''t trust the product description.",bad
6903,178,336,2.5,Overpriced for the low quality.,bad
6904,468,411,4.0,Very satisfied with the product. Will buy again.,good
6905,23,420,2.5,"Waste of money, poor quality.",bad
6906,228,67,4.0,"Delivered on time, and the product is perfect.",good
6907,72,282,3.5,"Outstanding product, I''m a happy customer.",good
6908,256,96,4.0,Couldn't be happier with my purchase.,good
6909,161,240,3.5,"Outstanding product, I''m a happy customer.",good
6910,255,299,3.0,Overpriced for the low quality.,bad
6911,287,424,2.0,"Not as advertised, very disappointed.",bad
6912,176,81,3.0,"Product arrived damaged, no response from customer service.",bad
6913,151,435,3.0,Product didn't meet my expectations at all.,bad
6914,444,247,3.5,"Top-notch quality, worth every penny.",good
6915,58,145,4.0,Excellent product! Highly recommended.,good
6916,362,306,4.0,"Top-notch quality, worth every penny.",good
6917,371,135,3.5,Impressed with the features and performance.,good
6918,408,72,3.0,Overpriced for the low quality.,bad
6919,76,161,4.5,"Outstanding product, I''m a happy customer.",good
6920,87,335,4.5,"Fantastic purchase, exceeded my expectations.",good
6921,38,125,3.5,Very satisfied with the product. Will buy again.,good
6922,337,109,2.0,"Waste of money, poor quality.",bad
6923,179,330,3.5,"Quality product, exactly as described.",good
6924,26,52,4.0,Impressed with the features and performance.,good
6925,432,184,4.0,"Fantastic purchase, exceeded my expectations.",good
6926,214,362,1.0,"Waste of money, poor quality.",bad
6927,419,50,2.5,"Very dissatisfied, regretting my purchase.",bad
6928,67,219,1.0,"Cheaply made, fell apart after a short time.",bad
6929,145,188,4.0,Excellent product! Highly recommended.,good
6930,165,75,1.0,"Very dissatisfied, regretting my purchase.",bad
6931,151,83,1.0,Overpriced for the low quality.,bad
6932,305,394,3.5,"Top-notch quality, worth every penny.",good
6933,448,65,4.0,Excellent product! Highly recommended.,good
6934,253,249,2.5,"Terrible product, do not buy!",bad
6935,410,208,4.5,"Delivered on time, and the product is perfect.",good
6936,458,287,4.0,Excellent product! Highly recommended.,good
6937,454,87,4.0,"Top-notch quality, worth every penny.",good
6938,171,347,1.5,Overpriced for the low quality.,bad
6939,375,30,4.0,Very satisfied with the product. Will buy again.,good
6940,210,77,3.0,"Very dissatisfied, regretting my purchase.",bad
6941,177,98,2.5,"Product arrived damaged, no response from customer service.",bad
6942,388,40,2.0,"Terrible product, do not buy!",bad
6943,247,474,3.5,Very satisfied with the product. Will buy again.,good
6944,475,2,3.5,Impressed with the features and performance.,good
6945,271,104,2.0,Overpriced for the low quality.,bad
6946,242,244,3.0,"Not as advertised, very disappointed.",bad
6947,299,152,4.0,"Fantastic purchase, exceeded my expectations.",good
6948,180,415,2.5,"Terrible product, do not buy!",bad
6949,444,485,1.5,"Cheaply made, fell apart after a short time.",bad
6950,175,145,4.0,Very satisfied with the product. Will buy again.,good
6951,273,133,2.0,"Very dissatisfied, regretting my purchase.",bad
6952,343,105,3.5,Very satisfied with the product. Will buy again.,good
6953,375,351,1.5,"Product arrived damaged, no response from customer service.",bad
6954,333,150,3.0,"Product arrived damaged, no response from customer service.",bad
6955,364,42,3.5,Couldn't be happier with my purchase.,good
6956,178,50,2.0,"Not as advertised, very disappointed.",bad
6957,405,19,4.5,"Fantastic purchase, exceeded my expectations.",good
6958,347,233,3.5,Very satisfied with the product. Will buy again.,good
6959,402,241,3.5,Couldn't be happier with my purchase.,good
6960,302,153,2.0,"Waste of money, poor quality.",bad
6961,378,160,1.5,"Avoid this product, it''s a complete letdown.",bad
6962,436,398,4.5,Very satisfied with the product. Will buy again.,good
6963,76,266,2.5,"False advertising, don''t trust the product description.",bad
6964,66,323,3.0,"Product arrived damaged, no response from customer service.",bad
6965,115,332,3.0,"Terrible product, do not buy!",bad
6966,69,265,3.0,"Avoid this product, it''s a complete letdown.",bad
6967,299,328,2.5,"Product arrived damaged, no response from customer service.",bad
6968,13,126,4.0,"Outstanding product, I''m a happy customer.",good
6969,103,214,4.5,Impressed with the features and performance.,good
6970,321,287,4.0,"Fantastic purchase, exceeded my expectations.",good
6971,6,157,4.5,"Outstanding product, I''m a happy customer.",good
6972,270,106,1.0,"Avoid this product, it''s a complete letdown.",bad
6973,380,312,3.5,"Fantastic purchase, exceeded my expectations.",good
6974,128,1,3.5,"Outstanding product, I''m a happy customer.",good
6975,428,252,2.5,"Not as advertised, very disappointed.",bad
6976,471,54,2.5,"Not as advertised, very disappointed.",bad
6977,187,303,1.5,"Avoid this product, it''s a complete letdown.",bad
6978,431,187,1.5,"Not as advertised, very disappointed.",bad
6979,403,221,3.5,"Top-notch quality, worth every penny.",good
6980,361,258,4.0,"Delivered on time, and the product is perfect.",good
6981,328,214,3.5,Couldn't be happier with my purchase.,good
6982,292,301,3.5,"Top-notch quality, worth every penny.",good
6983,475,13,3.0,"Not as advertised, very disappointed.",bad
6984,337,376,4.5,Couldn't be happier with my purchase.,good
6985,137,125,3.0,"Waste of money, poor quality.",bad
6986,389,211,3.5,Very satisfied with the product. Will buy again.,good
6987,118,410,4.0,"Top-notch quality, worth every penny.",good
6988,184,59,1.0,"Product arrived damaged, no response from customer service.",bad
6989,117,467,1.5,"Cheaply made, fell apart after a short time.",bad
6990,356,493,4.5,"Quality product, exactly as described.",good
6991,384,244,3.0,"Waste of money, poor quality.",bad
6992,474,353,2.5,"Terrible product, do not buy!",bad
6993,101,210,4.5,Very satisfied with the product. Will buy again.,good
6994,172,357,3.0,"Very dissatisfied, regretting my purchase.",bad
6995,5,449,1.5,"Terrible product, do not buy!",bad
6996,104,389,3.5,"Outstanding product, I''m a happy customer.",good
6997,454,53,3.0,"Not as advertised, very disappointed.",bad
6998,379,128,2.0,Product didn't meet my expectations at all.,bad
6999,253,383,4.5,"Outstanding product, I''m a happy customer.",good
7000,40,408,1.5,"Avoid this product, it''s a complete letdown.",bad
7001,302,299,1.0,"Waste of money, poor quality.",bad
7002,368,376,4.0,Very satisfied with the product. Will buy again.,good
7003,60,21,1.5,"False advertising, don''t trust the product description.",bad
7004,311,141,4.0,Couldn't be happier with my purchase.,good
7005,428,431,4.0,"Top-notch quality, worth every penny.",good
7006,122,484,2.5,"Terrible product, do not buy!",bad
7007,184,115,3.0,"Very dissatisfied, regretting my purchase.",bad
7008,479,193,2.0,"Terrible product, do not buy!",bad
7009,324,203,1.5,"False advertising, don''t trust the product description.",bad
7010,76,235,4.0,Impressed with the features and performance.,good
7011,78,217,4.5,"Fantastic purchase, exceeded my expectations.",good
7012,97,162,1.5,Overpriced for the low quality.,bad
7013,380,59,4.5,Very satisfied with the product. Will buy again.,good
7014,483,208,3.0,Overpriced for the low quality.,bad
7015,495,36,3.0,Overpriced for the low quality.,bad
7016,391,263,3.5,Very satisfied with the product. Will buy again.,good
7017,418,163,4.0,Great quality and value for money.,good
7018,136,454,3.5,"Top-notch quality, worth every penny.",good
7019,462,437,2.0,"Terrible product, do not buy!",bad
7020,40,216,2.0,"Waste of money, poor quality.",bad
7021,93,82,3.5,Great quality and value for money.,good
7022,272,409,4.0,"Delivered on time, and the product is perfect.",good
7023,344,352,1.0,"Not as advertised, very disappointed.",bad
7024,67,245,4.0,"Fantastic purchase, exceeded my expectations.",good
7025,81,160,1.5,"Waste of money, poor quality.",bad
7026,380,439,3.5,"Top-notch quality, worth every penny.",good
7027,464,232,1.0,Overpriced for the low quality.,bad
7028,61,275,2.5,Overpriced for the low quality.,bad
7029,45,350,4.0,Very satisfied with the product. Will buy again.,good
7030,381,27,3.0,"Terrible product, do not buy!",bad
7031,230,70,2.5,"False advertising, don''t trust the product description.",bad
7032,311,383,3.0,"Product arrived damaged, no response from customer service.",bad
7033,8,189,3.5,Very satisfied with the product. Will buy again.,good
7034,117,185,1.0,Product didn't meet my expectations at all.,bad
7035,138,180,1.5,"Avoid this product, it''s a complete letdown.",bad
7036,248,177,1.0,"Not as advertised, very disappointed.",bad
7037,70,240,1.0,Product didn't meet my expectations at all.,bad
7038,488,123,1.0,"Waste of money, poor quality.",bad
7039,370,339,4.5,"Quality product, exactly as described.",good
7040,344,38,4.5,"Outstanding product, I''m a happy customer.",good
7041,72,227,2.5,Overpriced for the low quality.,bad
7042,56,420,4.0,Couldn't be happier with my purchase.,good
7043,492,406,1.5,Overpriced for the low quality.,bad
7044,234,59,4.0,"Outstanding product, I''m a happy customer.",good
7045,205,211,4.0,"Delivered on time, and the product is perfect.",good
7046,226,364,4.0,Excellent product! Highly recommended.,good
7047,459,276,1.5,"Not as advertised, very disappointed.",bad
7048,385,116,4.5,Very satisfied with the product. Will buy again.,good
7049,97,141,4.0,"Delivered on time, and the product is perfect.",good
7050,120,32,3.5,"Quality product, exactly as described.",good
7051,93,338,4.5,"Fantastic purchase, exceeded my expectations.",good
7052,196,386,2.0,"Terrible product, do not buy!",bad
7053,365,391,4.5,Very satisfied with the product. Will buy again.,good
7054,16,439,3.0,"Waste of money, poor quality.",bad
7055,238,114,1.0,Product didn't meet my expectations at all.,bad
7056,206,409,4.5,Couldn't be happier with my purchase.,good
7057,402,348,4.5,Impressed with the features and performance.,good
7058,29,372,4.0,Great quality and value for money.,good
7059,166,495,3.5,"Quality product, exactly as described.",good
7060,25,256,4.5,Impressed with the features and performance.,good
7061,213,209,3.5,Impressed with the features and performance.,good
7062,190,366,2.5,"Cheaply made, fell apart after a short time.",bad
7063,179,352,4.5,"Delivered on time, and the product is perfect.",good
7064,448,187,4.5,"Fantastic purchase, exceeded my expectations.",good
7065,179,396,4.5,Impressed with the features and performance.,good
7066,9,380,4.0,Excellent product! Highly recommended.,good
7067,326,208,2.5,"Avoid this product, it''s a complete letdown.",bad
7068,353,253,2.0,"Product arrived damaged, no response from customer service.",bad
7069,127,290,2.5,"Product arrived damaged, no response from customer service.",bad
7070,140,303,3.5,Great quality and value for money.,good
7071,48,21,1.0,"Waste of money, poor quality.",bad
7072,18,22,4.5,"Top-notch quality, worth every penny.",good
7073,98,464,2.5,"Cheaply made, fell apart after a short time.",bad
7074,493,71,3.5,Excellent product! Highly recommended.,good
7075,81,332,2.5,"Avoid this product, it''s a complete letdown.",bad
7076,499,384,1.5,Product didn't meet my expectations at all.,bad
7077,410,490,3.5,Excellent product! Highly recommended.,good
7078,273,376,1.5,Overpriced for the low quality.,bad
7079,113,133,3.5,Couldn't be happier with my purchase.,good
7080,57,109,3.5,"Quality product, exactly as described.",good
7081,107,427,4.0,Very satisfied with the product. Will buy again.,good
7082,105,382,1.5,Product didn't meet my expectations at all.,bad
7083,473,18,1.0,Overpriced for the low quality.,bad
7084,183,69,2.0,"False advertising, don''t trust the product description.",bad
7085,36,171,4.0,Excellent product! Highly recommended.,good
7086,454,73,4.5,Great quality and value for money.,good
7087,28,449,2.0,"Product arrived damaged, no response from customer service.",bad
7088,420,475,4.0,Excellent product! Highly recommended.,good
7089,58,210,2.5,"Waste of money, poor quality.",bad
7090,283,223,1.5,"False advertising, don''t trust the product description.",bad
7091,488,72,3.0,"Very dissatisfied, regretting my purchase.",bad
7092,122,149,2.0,"Very dissatisfied, regretting my purchase.",bad
7093,329,208,3.5,"Fantastic purchase, exceeded my expectations.",good
7094,242,405,4.5,"Top-notch quality, worth every penny.",good
7095,205,494,4.0,"Delivered on time, and the product is perfect.",good
7096,448,433,4.5,Excellent product! Highly recommended.,good
7097,255,206,1.0,"Product arrived damaged, no response from customer service.",bad
7098,455,232,2.5,"Waste of money, poor quality.",bad
7099,96,273,3.5,Very satisfied with the product. Will buy again.,good
7100,429,287,2.0,"Cheaply made, fell apart after a short time.",bad
7101,443,280,1.5,"Not as advertised, very disappointed.",bad
7102,12,428,1.0,"Cheaply made, fell apart after a short time.",bad
7103,484,257,3.5,"Delivered on time, and the product is perfect.",good
7104,296,285,4.0,"Delivered on time, and the product is perfect.",good
7105,171,370,3.5,"Delivered on time, and the product is perfect.",good
7106,328,30,4.5,Very satisfied with the product. Will buy again.,good
7107,358,447,4.0,Excellent product! Highly recommended.,good
7108,499,241,2.0,"Terrible product, do not buy!",bad
7109,339,118,4.5,"Quality product, exactly as described.",good
7110,298,203,3.0,Product didn't meet my expectations at all.,bad
7111,123,263,3.5,Impressed with the features and performance.,good
7112,136,394,4.5,"Fantastic purchase, exceeded my expectations.",good
7113,47,228,2.5,"Not as advertised, very disappointed.",bad
7114,192,448,4.0,Couldn't be happier with my purchase.,good
7115,166,461,4.0,Very satisfied with the product. Will buy again.,good
7116,335,321,1.5,"Waste of money, poor quality.",bad
7117,183,100,4.0,Great quality and value for money.,good
7118,78,121,3.5,"Outstanding product, I''m a happy customer.",good
7119,458,164,1.5,Product didn't meet my expectations at all.,bad
7120,9,59,4.5,"Quality product, exactly as described.",good
7121,402,127,1.5,"Cheaply made, fell apart after a short time.",bad
7122,45,266,3.0,"Very dissatisfied, regretting my purchase.",bad
7123,484,415,2.0,"Terrible product, do not buy!",bad
7124,168,268,4.0,"Fantastic purchase, exceeded my expectations.",good
7125,345,286,2.0,"Terrible product, do not buy!",bad
7126,161,272,2.5,"Waste of money, poor quality.",bad
7127,497,139,4.0,"Quality product, exactly as described.",good
7128,306,287,4.5,"Delivered on time, and the product is perfect.",good
7129,311,355,1.0,Product didn't meet my expectations at all.,bad
7130,14,29,2.5,"Cheaply made, fell apart after a short time.",bad
7131,396,2,1.0,"Product arrived damaged, no response from customer service.",bad
7132,323,150,2.0,"Cheaply made, fell apart after a short time.",bad
7133,417,142,3.5,"Outstanding product, I''m a happy customer.",good
7134,194,329,4.0,"Outstanding product, I''m a happy customer.",good
7135,342,142,4.5,Couldn't be happier with my purchase.,good
7136,74,405,1.0,Product didn't meet my expectations at all.,bad
7137,336,182,2.5,"Very dissatisfied, regretting my purchase.",bad
7138,91,455,4.0,Very satisfied with the product. Will buy again.,good
7139,498,80,2.5,Product didn't meet my expectations at all.,bad
7140,21,164,4.0,"Fantastic purchase, exceeded my expectations.",good
7141,421,415,2.5,"Terrible product, do not buy!",bad
7142,292,190,3.0,Product didn't meet my expectations at all.,bad
7143,24,338,3.0,"Terrible product, do not buy!",bad
7144,496,76,1.5,"Avoid this product, it''s a complete letdown.",bad
7145,456,74,1.5,"Avoid this product, it''s a complete letdown.",bad
7146,345,42,1.5,"Waste of money, poor quality.",bad
7147,138,135,4.5,"Top-notch quality, worth every penny.",good
7148,144,180,3.0,"Terrible product, do not buy!",bad
7149,241,115,4.0,"Top-notch quality, worth every penny.",good
7150,403,165,2.0,"False advertising, don''t trust the product description.",bad
7151,197,263,1.5,"Avoid this product, it''s a complete letdown.",bad
7152,292,162,1.0,Overpriced for the low quality.,bad
7153,282,163,4.5,Couldn't be happier with my purchase.,good
7154,91,425,2.5,"Cheaply made, fell apart after a short time.",bad
7155,88,471,1.0,"Cheaply made, fell apart after a short time.",bad
7156,487,337,4.0,Great quality and value for money.,good
7157,331,406,4.0,Great quality and value for money.,good
7158,383,342,4.0,"Fantastic purchase, exceeded my expectations.",good
7159,354,13,3.5,"Fantastic purchase, exceeded my expectations.",good
7160,114,429,4.5,Couldn't be happier with my purchase.,good
7161,441,334,2.0,"Very dissatisfied, regretting my purchase.",bad
7162,58,44,4.5,"Delivered on time, and the product is perfect.",good
7163,319,392,1.5,Product didn't meet my expectations at all.,bad
7164,288,122,3.5,"Delivered on time, and the product is perfect.",good
7165,494,150,3.0,"Very dissatisfied, regretting my purchase.",bad
7166,226,277,4.0,"Fantastic purchase, exceeded my expectations.",good
7167,477,159,3.0,"Avoid this product, it''s a complete letdown.",bad
7168,468,317,4.0,"Top-notch quality, worth every penny.",good
7169,289,457,4.0,"Quality product, exactly as described.",good
7170,164,398,3.5,"Delivered on time, and the product is perfect.",good
7171,433,227,3.5,Great quality and value for money.,good
7172,38,81,2.5,"Avoid this product, it''s a complete letdown.",bad
7173,188,259,3.5,"Top-notch quality, worth every penny.",good
7174,332,257,4.0,"Fantastic purchase, exceeded my expectations.",good
7175,305,383,3.5,Impressed with the features and performance.,good
7176,319,342,1.0,"Product arrived damaged, no response from customer service.",bad
7177,139,440,1.5,"Not as advertised, very disappointed.",bad
7178,77,170,4.0,"Top-notch quality, worth every penny.",good
7179,498,181,2.0,"Terrible product, do not buy!",bad
7180,107,38,2.5,"Very dissatisfied, regretting my purchase.",bad
7181,129,455,1.5,"Terrible product, do not buy!",bad
7182,234,400,1.5,"Not as advertised, very disappointed.",bad
7183,240,51,3.5,"Quality product, exactly as described.",good
7184,277,103,4.0,"Top-notch quality, worth every penny.",good
7185,495,486,4.5,Impressed with the features and performance.,good
7186,168,27,1.0,"Cheaply made, fell apart after a short time.",bad
7187,412,50,3.5,"Quality product, exactly as described.",good
7188,271,487,2.0,"Very dissatisfied, regretting my purchase.",bad
7189,360,94,4.5,"Outstanding product, I''m a happy customer.",good
7190,341,27,4.0,"Fantastic purchase, exceeded my expectations.",good
7191,488,344,2.0,"False advertising, don''t trust the product description.",bad
7192,482,368,2.5,"Very dissatisfied, regretting my purchase.",bad
7193,418,211,3.5,Very satisfied with the product. Will buy again.,good
7194,296,243,2.5,Overpriced for the low quality.,bad
7195,438,461,1.5,"Not as advertised, very disappointed.",bad
7196,133,348,2.0,"Product arrived damaged, no response from customer service.",bad
